EAN,PRODUTO,REFERENCIA,DESCRICAO,COR,TAMANHO,ESTOQUE,LOCALIZADOR
9000005155973,541296,335000058,SHORT PLANO LISO COM PREGAS,PINK,8,22,06 14 05
9000005155980,541297,335000058,SHORT PLANO LISO COM PREGAS,PINK,10,17,06 14 05
9000005155997,541298,335000058,SHORT PLANO LISO COM PREGAS,PINK,12,13,06 14 05
9000005136712,539963,236000334,BLAZER PLANO LISO COM FENDA NAS MANGAS,BEGE,P,16,06 14 04
9000005136729,539964,236000334,BLAZER PLANO LISO COM FENDA NAS MANGAS,BEGE,M,5,06 14 04
9000005164043,541908,236000334,BLAZER PLANO LISO COM FENDA NAS MANGAS,PRETO,M,3,06 14 04
9000005311690,553572,232002065,VESTIDO PLANO MIDI ESTAMPA LUZ AZUL,ESTAMPADO,P,14,06 14 03
9000005311706,553573,232002065,VESTIDO PLANO MIDI ESTAMPA LUZ AZUL,ESTAMPADO,M,22,06 14 03
9000005186182,543688,227000280,MACACÃO MALHA COM CINTO,PRETO,P,44,06 13 02
9000005186205,543689,227000280,MACACÃO MALHA COM CINTO,PRETO,M,46,06 13 02
9000005186229,543690,227000280,MACACÃO MALHA COM CINTO,PRETO,G,25,06 13 02
9000005186243,543691,227000280,MACACÃO MALHA COM CINTO,PRETO,GG,3,06 13 02
9000005149378,540858,227000280,MACACÃO MALHA COM CINTO,VERDE,P,17,06 13 02
9000005149385,540859,227000280,MACACÃO MALHA COM CINTO,VERDE,M,35,06 13 02
9000005149392,540860,227000280,MACACÃO MALHA COM CINTO,VERDE,G,16,06 13 02
9000005149408,540861,227000280,MACACÃO MALHA COM CINTO,VERDE,GG,2,06 13 02
9000005156826,541347,232001953,VESTIDO PLANO LISO MANGA LONGA GODÊ,AZUL,P,3,06 12 05
9000005156833,541348,232001953,VESTIDO PLANO LISO MANGA LONGA GODÊ,AZUL,M,19,06 12 05
9000005156840,541349,232001953,VESTIDO PLANO LISO MANGA LONGA GODÊ,AZUL,G,3,06 12 05
9000005174561,542767,232001953,VESTIDO PLANO LISO MANGA LONGA GODÊ,ROSÊ,P,25,06 12 05
9000005174578,542768,232001953,VESTIDO PLANO LISO MANGA LONGA GODÊ,ROSÊ,M,26,06 12 05
9000005174585,542769,232001953,VESTIDO PLANO LISO MANGA LONGA GODÊ,ROSÊ,G,8,06 12 05
9000005126676,539024,235001233,SHORT PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,38,41,06 12 04
9000005126683,539025,235001233,SHORT PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,40,17,06 12 04
9000005126690,539026,235001233,SHORT PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,42,20,06 12 04
9000005126706,539027,235001233,SHORT PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,44,2,06 12 04
9000005155515,541276,332000747,VESTIDO PLANO CURTO EST. JARDIM CELESTIAL,ESTAMPADO,8,29,06 12 03
9000005155522,541277,332000747,VESTIDO PLANO CURTO EST. JARDIM CELESTIAL,ESTAMPADO,10,16,06 12 03
9000005155539,541278,332000747,VESTIDO PLANO CURTO EST. JARDIM CELESTIAL,ESTAMPADO,12,9,06 12 03
9000005158561,541482,332000752,VESTIDO PLANO MIDI ESTAMPA FÁBULA,ESTAMPADO,4,1,06 12 02
9000005158578,541483,332000752,VESTIDO PLANO MIDI ESTAMPA FÁBULA,ESTAMPADO,6,2,06 12 02
9000005158585,541484,332000752,VESTIDO PLANO MIDI ESTAMPA FÁBULA,ESTAMPADO,8,28,06 12 02
9000005158592,541485,332000752,VESTIDO PLANO MIDI ESTAMPA FÁBULA,ESTAMPADO,10,16,06 12 02
9000005158608,541486,332000752,VESTIDO PLANO MIDI ESTAMPA FÁBULA,ESTAMPADO,12,13,06 12 02
9000005150770,540961,237001066,MACACÃO LONGO ESTAMPA ENCANTO,ESTAMPADO,P,62,06 11 06
9000005150787,540962,237001066,MACACÃO LONGO ESTAMPA ENCANTO,ESTAMPADO,M,77,06 11 06
9000005150794,540963,237001066,MACACÃO LONGO ESTAMPA ENCANTO,ESTAMPADO,G,47,06 11 06
9000005150800,540964,237001066,MACACÃO LONGO ESTAMPA ENCANTO,ESTAMPADO,GG,6,06 11 06
9000005123293,538728,231004027,CROPPED PLANA ESTAMPA PASSARO DE OURO,ESTAMPADO,P,48,06 11 04
9000005123309,538729,231004027,CROPPED PLANA ESTAMPA PASSARO DE OURO,ESTAMPADO,M,67,06 11 04
9000005123316,538730,231004027,CROPPED PLANA ESTAMPA PASSARO DE OURO,ESTAMPADO,G,36,06 11 04
9000005158325,541473,235001247,SHORT PLANO LISO COM LAPELAS,AZUL,38,6,06 11 03
9000005158349,541475,235001247,SHORT PLANO LISO COM LAPELAS,AZUL,42,6,06 11 03
9000005168799,542278,235001247,SHORT PLANO LISO COM LAPELAS,OFF WHITE,36,1,06 11 03
9000005168805,542279,235001247,SHORT PLANO LISO COM LAPELAS,OFF WHITE,38,40,06 11 03
9000005168812,542280,235001247,SHORT PLANO LISO COM LAPELAS,OFF WHITE,40,34,06 11 03
9000005168829,542281,235001247,SHORT PLANO LISO COM LAPELAS,OFF WHITE,42,36,06 11 03
9000005121916,538620,232001927,VESTIDO PLANO CURTO ESTAMPA PASSARO DE OURO,ESTAMPADO,P,52,06 10 06
9000005121923,538621,232001927,VESTIDO PLANO CURTO ESTAMPA PASSARO DE OURO,ESTAMPADO,M,70,06 10 06
9000005121930,538622,232001927,VESTIDO PLANO CURTO ESTAMPA PASSARO DE OURO,ESTAMPADO,G,37,06 10 06
9000005121947,538623,232001927,VESTIDO PLANO CURTO ESTAMPA PASSARO DE OURO,ESTAMPADO,GG,5,06 10 06
9000005145387,540601,234001002,SAIA PLANA MIDI ESTAMPA CAMPONESA,ESTAMPADO,38,38,06 10 04
9000005145394,540602,234001002,SAIA PLANA MIDI ESTAMPA CAMPONESA,ESTAMPADO,40,27,06 10 04
9000005145400,540603,234001002,SAIA PLANA MIDI ESTAMPA CAMPONESA,ESTAMPADO,42,30,06 10 04
9000005170600,542422,234001003,SAIA PLANA MIDI COM BOLSOS LATERAIS,AZUL,38,5,06 10 03
9000005170624,542423,234001003,SAIA PLANA MIDI COM BOLSOS LATERAIS,AZUL,40,1,06 10 03
9000005170648,542424,234001003,SAIA PLANA MIDI COM BOLSOS LATERAIS,AZUL,42,7,06 10 03
9000005170617,542427,234001003,SAIA PLANA MIDI COM BOLSOS LATERAIS,OFF WHITE,38,13,06 10 03
9000005170655,542429,234001003,SAIA PLANA MIDI COM BOLSOS LATERAIS,OFF WHITE,42,2,06 10 03
9000005156451,541319,337000139,MACACÃO PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,4,1,06 09 06
9000005156468,541320,337000139,MACACÃO PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,6,2,06 09 06
9000005156475,541321,337000139,MACACÃO PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,8,24,06 09 06
9000005156482,541322,337000139,MACACÃO PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,10,14,06 09 06
9000005156499,541323,337000139,MACACÃO PLANO ESTAMPA FIANDEIRAS,ESTAMPADO,12,13,06 09 06
9000005171133,542481,233000268,CALÇA PLANA LISO CÓS BORDADO,BEGE,36,1,06 09 03
9000005171157,542482,233000268,CALÇA PLANA LISO CÓS BORDADO,BEGE,38,21,06 09 03
9000005171171,542483,233000268,CALÇA PLANA LISO CÓS BORDADO,BEGE,40,9,06 09 03
9000005171195,542484,233000268,CALÇA PLANA LISO CÓS BORDADO,BEGE,42,12,06 09 03
9000005171140,542486,233000268,CALÇA PLANA LISO CÓS BORDADO,PRETO,36,7,06 09 03
9000005171164,542487,233000268,CALÇA PLANA LISO CÓS BORDADO,PRETO,38,22,06 09 03
9000005171188,542488,233000268,CALÇA PLANA LISO CÓS BORDADO,PRETO,40,23,06 09 03
9000005171201,542489,233000268,CALÇA PLANA LISO CÓS BORDADO,PRETO,42,24,06 09 03
9000005171225,542490,233000268,CALÇA PLANA LISO CÓS BORDADO,PRETO,44,6,06 09 03
9000005123217,538724,231004026,CAMISA PLANA ESTAMPA PASSARO DE OURO,ESTAMPADO,P,10,06 08 06
9000005123224,538725,231004026,CAMISA PLANA ESTAMPA PASSARO DE OURO,ESTAMPADO,M,41,06 08 06
9000005123231,538726,231004026,CAMISA PLANA ESTAMPA PASSARO DE OURO,ESTAMPADO,G,22,06 08 06
9000005123248,538727,231004026,CAMISA PLANA ESTAMPA PASSARO DE OURO,ESTAMPADO,GG,11,06 08 06
9000005167174,542125,231004047,TOP CROPPED COM DETALHE DOBRÃO,AZUL,P,15,06 08 04
9000005167181,542126,231004047,TOP CROPPED COM DETALHE DOBRÃO,AZUL,M,15,06 08 04
9000005167198,542127,231004047,TOP CROPPED COM DETALHE DOBRÃO,AZUL,G,7,06 08 04
9000005146711,540691,231004047,TOP CROPPED COM DETALHE DOBRÃO,OFF WHITE,P,8,06 08 04
9000005146728,540692,231004047,TOP CROPPED COM DETALHE DOBRÃO,OFF WHITE,M,23,06 08 04
9000005146735,540693,231004047,TOP CROPPED COM DETALHE DOBRÃO,OFF WHITE,G,8,06 08 04
9000005226567,546827,232001949,VESTIDO PLANO MIDI LISO,MARINHO,P,8,06 08 02
9000005226574,546828,232001949,VESTIDO PLANO MIDI LISO,MARINHO,M,20,06 08 02
9000005226581,546829,232001949,VESTIDO PLANO MIDI LISO,MARINHO,G,6,06 08 02
9000005187189,543785,232001949,VESTIDO PLANO MIDI LISO,ROXO,P,13,06 08 02
9000005187202,543786,232001949,VESTIDO PLANO MIDI LISO,ROXO,M,9,06 08 02
9000005187226,543787,232001949,VESTIDO PLANO MIDI LISO,ROXO,G,4,06 08 02
9000005187196,543789,232001949,VESTIDO PLANO MIDI LISO,TELHA,P,23,06 08 02
9000005187219,543790,232001949,VESTIDO PLANO MIDI LISO,TELHA,M,44,06 08 02
9000005187233,543791,232001949,VESTIDO PLANO MIDI LISO,TELHA,G,27,06 08 02
9000005187257,543792,232001949,VESTIDO PLANO MIDI LISO,TELHA,GG,3,06 08 02
9000005126300,539010,232001929,VESTIDO PLANO LONGO ESTAMPA JARDIM CELESTIAL,ESTAMPADO,P,9,06 07 06
9000005126317,539011,232001929,VESTIDO PLANO LONGO ESTAMPA JARDIM CELESTIAL,ESTAMPADO,M,20,06 07 06
9000005126324,539012,232001929,VESTIDO PLANO LONGO ESTAMPA JARDIM CELESTIAL,ESTAMPADO,G,14,06 07 06
9000005193685,544254,231004031,BLUSA PLANA MANGA 3/4,PRETO,P,17,06 07 05
9000005193692,544255,231004031,BLUSA PLANA MANGA 3/4,PRETO,M,42,06 07 05
9000005193708,544256,231004031,BLUSA PLANA MANGA 3/4,PRETO,G,23,06 07 05
9000005193715,544257,231004031,BLUSA PLANA MANGA 3/4,PRETO,GG,14,06 07 05
9000005135494,539898,231004031,BLUSA PLANA MANGA 3/4,VERDE,P,20,06 07 05
9000005135500,539899,231004031,BLUSA PLANA MANGA 3/4,VERDE,M,23,06 07 05
9000005135517,539900,231004031,BLUSA PLANA MANGA 3/4,VERDE,G,16,06 07 05
9000005135524,539901,231004031,BLUSA PLANA MANGA 3/4,VERDE,GG,9,06 07 05
9000005135838,539916,231004035,BLUSA PLANA PEPLUM CURTA ESTAMPA FIANDEIRAS,ESTAMPADO,P,19,06 07 04
9000005135845,539917,231004035,BLUSA PLANA PEPLUM CURTA ESTAMPA FIANDEIRAS,ESTAMPADO,M,27,06 07 04
9000005135852,539918,231004035,BLUSA PLANA PEPLUM CURTA ESTAMPA FIANDEIRAS,ESTAMPADO,G,4,06 07 04
9000005121701,538607,233000266,CALÇA PLANA ESTAMPA PÁSSARO DE OURO,ESTAMPADO,P,40,06 07 03
9000005121718,538608,233000266,CALÇA PLANA ESTAMPA PÁSSARO DE OURO,ESTAMPADO,M,52,06 07 03
9000005121725,538609,233000266,CALÇA PLANA ESTAMPA PÁSSARO DE OURO,ESTAMPADO,G,25,06 07 03
9000005121732,538610,233000266,CALÇA PLANA ESTAMPA PÁSSARO DE OURO,ESTAMPADO,GG,4,06 07 03
9000005217091,546060,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,AZUL,P,2,06 06 05
9000005217107,546061,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,AZUL,M,8,06 06 05
9000005217114,546062,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,AZUL,G,3,06 06 05
9000005176329,542942,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,MOSTARDA,P,20,06 06 05
9000005176343,542943,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,MOSTARDA,M,44,06 06 05
9000005176367,542944,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,MOSTARDA,G,26,06 06 05
9000005176381,542945,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,MOSTARDA,GG,4,06 06 05
9000005176336,542946,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,ROSÊ,P,15,06 06 05
9000005176350,542947,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,ROSÊ,M,14,06 06 05
9000005176374,542948,231004050,BLUSA PLANA CURTA COM DETALHE LASTEX,ROSÊ,G,3,06 06 05
9000005163862,541890,231004049,BLUSA PLANA LISA GOLA PADRE,AZUL,P,2,06 06 03
9000005163886,541891,231004049,BLUSA PLANA LISA GOLA PADRE,AZUL,M,17,06 06 03
9000005163909,541892,231004049,BLUSA PLANA LISA GOLA PADRE,AZUL,G,8,06 06 03
9000005163879,541894,231004049,BLUSA PLANA LISA GOLA PADRE,OFF WHITE,P,19,06 06 03
9000005163893,541895,231004049,BLUSA PLANA LISA GOLA PADRE,OFF WHITE,M,14,06 06 03
9000005163916,541896,231004049,BLUSA PLANA LISA GOLA PADRE,OFF WHITE,G,8,06 06 03
9000005147909,540765,232001942,VESTIDO PLANO CURTO EST. CAMPONESA,ESTAMPADO,P,46,06 06 02
9000005147916,540766,232001942,VESTIDO PLANO CURTO EST. CAMPONESA,ESTAMPADO,M,63,06 06 02
9000005147923,540767,232001942,VESTIDO PLANO CURTO EST. CAMPONESA,ESTAMPADO,G,41,06 06 02
9000005147930,540768,232001942,VESTIDO PLANO CURTO EST. CAMPONESA,ESTAMPADO,GG,7,06 06 02
9000005139201,540133,232001938,VESTIDO PLANO MIDI ESTAMPA FIANDEIRAS,ESTAMPADO,P,11,06 05 06
9000005139218,540134,232001938,VESTIDO PLANO MIDI ESTAMPA FIANDEIRAS,ESTAMPADO,M,15,06 05 06
9000005126225,539006,232001928,VESTIDO PLANO CURTO ESTAMPA JARDIM CELESTIAL,ESTAMPADO,P,38,06 05 04
9000005126232,539007,232001928,VESTIDO PLANO CURTO ESTAMPA JARDIM CELESTIAL,ESTAMPADO,M,51,06 05 04
9000005126249,539008,232001928,VESTIDO PLANO CURTO ESTAMPA JARDIM CELESTIAL,ESTAMPADO,G,23,06 05 04
9000005126256,539009,232001928,VESTIDO PLANO CURTO ESTAMPA JARDIM CELESTIAL,ESTAMPADO,GG,6,06 05 04
9000005196792,544525,213000836,CALÇA JEANS JOGGER,JEANS,P,24,06 05 02
9000005196808,544526,213000836,CALÇA JEANS JOGGER,JEANS,M,39,06 05 02
9000005196815,544527,213000836,CALÇA JEANS JOGGER,JEANS,G,24,06 05 02
9000005196822,544528,213000836,CALÇA JEANS JOGGER,JEANS,GG,5,06 05 02
9000005126409,539015,234001000,SAIA PLANA ESTAMPA JARDIM CELESTIAL,ESTAMPADO,38,20,06 04 06
9000005126416,539016,234001000,SAIA PLANA ESTAMPA JARDIM CELESTIAL,ESTAMPADO,40,17,06 04 06
9000005126423,539017,234001000,SAIA PLANA ESTAMPA JARDIM CELESTIAL,ESTAMPADO,42,20,06 04 06
9000005149194,540849,231004054,BLUSA PLANA ESTAMPA BELA CATARINA,ESTAMPADO,P,32,06 04 05
9000005149200,540850,231004054,BLUSA PLANA ESTAMPA BELA CATARINA,ESTAMPADO,M,46,06 04 05
9000005149217,540851,231004054,BLUSA PLANA ESTAMPA BELA CATARINA,ESTAMPADO,G,30,06 04 05
9000005149224,540852,231004054,BLUSA PLANA ESTAMPA BELA CATARINA,ESTAMPADO,GG,13,06 04 05
9000005186335,543701,232001944,VESTIDO PLANO CURTO ESTAMPA ENCANTO,ESTAMPADO,P,45,06 04 04
9000005186342,543702,232001944,VESTIDO PLANO CURTO ESTAMPA ENCANTO,ESTAMPADO,M,18,06 04 04
9000005186359,543703,232001944,VESTIDO PLANO CURTO ESTAMPA ENCANTO,ESTAMPADO,G,10,06 04 04
9000005142744,540444,213000837,CALÇA JEANS FLARE SHINE,JEANS,36,20,06 04 03
9000005142751,540445,213000837,CALÇA JEANS FLARE SHINE,JEANS,38,68,06 04 03
9000005142768,540446,213000837,CALÇA JEANS FLARE SHINE,JEANS,40,52,06 04 03
9000005142775,540447,213000837,CALÇA JEANS FLARE SHINE,JEANS,42,60,06 04 03
9000005142782,540448,213000837,CALÇA JEANS FLARE SHINE,JEANS,44,29,06 04 03
9000005171010,542467,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,NATURAL,38,27,06 03 06
9000005171034,542468,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,NATURAL,40,5,06 03 06
9000005171058,542469,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,NATURAL,42,10,06 03 06
9000005171003,542462,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,ROSA,38,5,06 03 06
9000005171027,542463,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,ROSA,40,5,06 03 06
9000005171041,542464,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,ROSA,42,7,06 03 06
9000005216889,546039,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,VERDE,40,9,06 03 06
9000005216896,546040,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,VERDE,42,10,06 03 06
9000005147749,540757,232001941,VESTIDO PLANO CURTO DECOTE DEGAGÊ,AZUL,P,9,06 03 04
9000005147756,540758,232001941,VESTIDO PLANO CURTO DECOTE DEGAGÊ,AZUL,M,19,06 03 04
9000005147763,540759,232001941,VESTIDO PLANO CURTO DECOTE DEGAGÊ,AZUL,G,8,06 03 04
9000005170815,542444,232001941,VESTIDO PLANO CURTO DECOTE DEGAGÊ,PINK,P,15,06 03 04
9000005170822,542445,232001941,VESTIDO PLANO CURTO DECOTE DEGAGÊ,PINK,M,15,06 03 04
9000005170839,542446,232001941,VESTIDO PLANO CURTO DECOTE DEGAGÊ,PINK,G,5,06 03 04
9000005135913,539920,231004036,BLUSA PLANA LISA COM BOLSO CARGO,MOSTARDA,P,18,06 02 06
9000005135920,539921,231004036,BLUSA PLANA LISA COM BOLSO CARGO,MOSTARDA,M,38,06 02 06
9000005135937,539922,231004036,BLUSA PLANA LISA COM BOLSO CARGO,MOSTARDA,G,20,06 02 06
9000005135944,539923,231004036,BLUSA PLANA LISA COM BOLSO CARGO,MOSTARDA,GG,5,06 02 06
9000005163992,541903,231004036,BLUSA PLANA LISA COM BOLSO CARGO,PINK,P,30,06 02 06
9000005164005,541904,231004036,BLUSA PLANA LISA COM BOLSO CARGO,PINK,M,40,06 02 06
9000005164012,541905,231004036,BLUSA PLANA LISA COM BOLSO CARGO,PINK,G,23,06 02 06
9000005164029,541906,231004036,BLUSA PLANA LISA COM BOLSO CARGO,PINK,GG,5,06 02 06
9000005151067,540973,231004057,BLUSA PLANA ESTAMPA ENCANTO,ESTAMPADO,P,64,06 02 06
9000005151074,540974,231004057,BLUSA PLANA ESTAMPA ENCANTO,ESTAMPADO,M,88,06 02 06
9000005151081,540975,231004057,BLUSA PLANA ESTAMPA ENCANTO,ESTAMPADO,G,55,06 02 06
9000005168928,542285,233000270,CALÇA PLANA LISA AMPLA,AZUL,38,10,06 02 05
9000005150596,540952,231004056,BLUSA PLANA MANGA CURTA ESTAMPA BELA CATARINA,ESTAMPADO,P,54,06 02 04
9000005150602,540953,231004056,BLUSA PLANA MANGA CURTA ESTAMPA BELA CATARINA,ESTAMPADO,M,73,06 02 04
9000005150619,540954,231004056,BLUSA PLANA MANGA CURTA ESTAMPA BELA CATARINA,ESTAMPADO,G,45,06 02 04
9000005150626,540955,231004056,BLUSA PLANA MANGA CURTA ESTAMPA BELA CATARINA,ESTAMPADO,GG,16,06 02 04
9000005177791,543091,232001948,VESTIDO PLANO CURTO COM MAXI BOLSOS,NATURAL,P,2,06 02 03
9000005177814,543092,232001948,VESTIDO PLANO CURTO COM MAXI BOLSOS,NATURAL,M,4,06 02 03
9000005177838,543093,232001948,VESTIDO PLANO CURTO COM MAXI BOLSOS,NATURAL,G,3,06 02 03
9000005177784,543086,232001948,VESTIDO PLANO CURTO COM MAXI BOLSOS,ROSA,P,14,06 02 03
9000005177807,543087,232001948,VESTIDO PLANO CURTO COM MAXI BOLSOS,ROSA,M,11,06 02 03
9000005177821,543088,232001948,VESTIDO PLANO CURTO COM MAXI BOLSOS,ROSA,G,15,06 02 03
9000005240044,547856,221001726,T-SHIRT MALHA ESTAMPA LOCAL FAIRY,ROSA,P,74,06 01 06
9000005240051,547857,221001726,T-SHIRT MALHA ESTAMPA LOCAL FAIRY,ROSA,M,108,06 01 06
9000005240068,547858,221001726,T-SHIRT MALHA ESTAMPA LOCAL FAIRY,ROSA,G,66,06 01 06
9000005240075,547859,221001726,T-SHIRT MALHA ESTAMPA LOCAL FAIRY,ROSA,GG,28,06 01 06
9000005160687,541660,231004067,BLUSA PLANA ESTAMPA LOCAL FLOR,BEGE,P,60,06 01 05
9000005160694,541661,231004067,BLUSA PLANA ESTAMPA LOCAL FLOR,BEGE,M,70,06 01 05
9000005160700,541662,231004067,BLUSA PLANA ESTAMPA LOCAL FLOR,BEGE,G,41,06 01 05
9000005160717,541663,231004067,BLUSA PLANA ESTAMPA LOCAL FLOR,BEGE,GG,17,06 01 05
9000005146872,540699,231004048,BLUSA PLANA MANGA CURTA ESTAMPA CAMPONESA,ESTAMPADO,P,54,06 01 03
9000005146889,540700,231004048,BLUSA PLANA MANGA CURTA ESTAMPA CAMPONESA,ESTAMPADO,M,40,06 01 03
9000005146896,540701,231004048,BLUSA PLANA MANGA CURTA ESTAMPA CAMPONESA,ESTAMPADO,G,54,06 01 03
9000005146902,540702,231004048,BLUSA PLANA MANGA CURTA ESTAMPA CAMPONESA,ESTAMPADO,GG,25,06 01 03
9000005092735,536091,131003732,T-SHIRT ALFAIATARIA LISA C/ DOBRÃO MANGA,PRETO,GG,0,05 14 05
9000005073772,534672,131003771,BLUSA QUARTZO AZUL C/ AMARRAÇÃO,ESTAMPADO,PP,5,05 16 06
9000005073789,534673,131003771,BLUSA QUARTZO AZUL C/ AMARRAÇÃO,ESTAMPADO,P,47,05 16 06
9000005073796,534674,131003771,BLUSA QUARTZO AZUL C/ AMARRAÇÃO,ESTAMPADO,M,11,05 16 06
9000005073802,534675,131003771,BLUSA QUARTZO AZUL C/ AMARRAÇÃO,ESTAMPADO,G,12,05 16 06
9000005073819,534676,131003771,BLUSA QUARTZO AZUL C/ AMARRAÇÃO,ESTAMPADO,GG,22,05 16 06
9000005077640,534950,131003773,T-SHIRT SHITAKE C/ PREGAS,ESTAMPADO,P,31,05 16 05
9000005077657,534951,131003773,T-SHIRT SHITAKE C/ PREGAS,ESTAMPADO,M,8,05 16 05
9000005077664,534952,131003773,T-SHIRT SHITAKE C/ PREGAS,ESTAMPADO,G,14,05 16 05
9000005077671,534953,131003773,T-SHIRT SHITAKE C/ PREGAS,ESTAMPADO,GG,25,05 16 05
9000005077688,534954,131003773,T-SHIRT SHITAKE C/ PREGAS,ESTAMPADO,XG,2,05 16 05
9000005092070,536030,131003749,T-SHIRT LISA TWILL C/ DET. LAÇO,BEGE,P,20,05 16 04
9000005092094,536031,131003749,T-SHIRT LISA TWILL C/ DET. LAÇO,BEGE,M,12,05 16 04
9000005092117,536032,131003749,T-SHIRT LISA TWILL C/ DET. LAÇO,BEGE,G,7,05 16 04
9000005092131,536033,131003749,T-SHIRT LISA TWILL C/ DET. LAÇO,BEGE,GG,5,05 16 04
9000005092063,536025,131003749,T-SHIRT LISA TWILL C/ DET. LAÇO,BEGE 2,P,4,05 16 04
9000005092087,536026,131003749,T-SHIRT LISA TWILL C/ DET. LAÇO,BEGE 2,M,8,05 16 04
9000005092100,536027,131003749,T-SHIRT LISA TWILL C/ DET. LAÇO,BEGE 2,G,4,05 16 04
9000005071747,534488,133000842,CALÇA LISA FLOW C/ DET. DE ELÁSTICO COSTA C/ AMARRAÇÃO,CINZA,38,13,05 16 03
9000005105473,537203,133000842,CALÇA LISA FLOW C/ DET. DE ELÁSTICO COSTA C/ AMARRAÇÃO,PRETO,38,9,05 16 03
9000005105480,537204,133000842,CALÇA LISA FLOW C/ DET. DE ELÁSTICO COSTA C/ AMARRAÇÃO,PRETO,40,5,05 16 03
9000005105497,537205,133000842,CALÇA LISA FLOW C/ DET. DE ELÁSTICO COSTA C/ AMARRAÇÃO,PRETO,42,3,05 16 03
9000004971871,526433,113000896,CALÇA JEANS C/ ELÁSTICO,JEANS,38,27,05 16 02
9000004971888,526434,113000896,CALÇA JEANS C/ ELÁSTICO,JEANS,40,13,05 16 02
9000004971895,526435,113000896,CALÇA JEANS C/ ELÁSTICO,JEANS,42,16,05 16 02
9000004973622,526551,132001356,VESTIDO LONGO CALÇADÃO C/ SAIA GODÊ,ESTAMPADO,P,14,05 16 01
9000005107200,537383,131003734,BLUSA LISA EM CREPE MANGA LONGA C/ PREGA FRENTE,OCRE,P,18,05 15 06
9000005107224,537385,131003734,BLUSA LISA EM CREPE MANGA LONGA C/ PREGA FRENTE,OCRE,G,4,05 15 06
9000005107231,537386,131003734,BLUSA LISA EM CREPE MANGA LONGA C/ PREGA FRENTE,OCRE,GG,10,05 15 06
9000005099581,536664,131003734,BLUSA LISA EM CREPE MANGA LONGA C/ PREGA FRENTE,OFF WHITE,P,4,05 15 06
9000005099598,536665,131003734,BLUSA LISA EM CREPE MANGA LONGA C/ PREGA FRENTE,OFF WHITE,M,6,05 15 06
9000005099604,536666,131003734,BLUSA LISA EM CREPE MANGA LONGA C/ PREGA FRENTE,OFF WHITE,G,8,05 15 06
9000005099611,536667,131003734,BLUSA LISA EM CREPE MANGA LONGA C/ PREGA FRENTE,OFF WHITE,GG,7,05 15 06
9000005068761,534208,113000907,CALÇA JEANS LEVE C/ RECORTE FRENTE,JEANS,38,25,05 15 04
9000005068778,534209,113000907,CALÇA JEANS LEVE C/ RECORTE FRENTE,JEANS,40,1,05 15 04
9000005091356,535952,121001853,BABY LOOK MALHA FUN,PRETO C/ PRATA,M,6,05 15 04
9000005091349,535948,121001853,BABY LOOK MALHA FUN,VERDE,M,5,05 15 04
9000005091363,535949,121001853,BABY LOOK MALHA FUN,VERDE,G,2,05 15 04
9000005096795,536434,131003787,TOP ALFAIATARIA ALÇA C/ TORÇÃO,PRETO,M,5,05 15 04
9000005055525,533206,135000992,SHORT LISTRA FÓSSIL,ESTAMPADO,40,17,05 15 04
9000005078630,535041,131003776,T-SHIRT CROPPED LISA SATIN C/ DOBRÃO,PRETO,P,19,05 15 03
9000005078647,535042,131003776,T-SHIRT CROPPED LISA SATIN C/ DOBRÃO,PRETO,M,3,05 15 03
9000005078654,535043,131003776,T-SHIRT CROPPED LISA SATIN C/ DOBRÃO,PRETO,G,3,05 15 03
9000005078661,535044,131003776,T-SHIRT CROPPED LISA SATIN C/ DOBRÃO,PRETO,GG,6,05 15 03
9000005120926,538534,131003776,T-SHIRT CROPPED LISA SATIN C/ DOBRÃO,ROSA,P,6,05 15 03
