EAN,PRODUTO,REFERENCIA,DESCRICAO,COR,TAMANHO,ESTOQUE,LOCALIZADOR
9000004964156,525829,233000232,CALÇA PLANA ESTAMPA LOREN,ESTAMPADO,40,24,10 17 02
9000004964163,525830,233000232,CALÇA PLANA ESTAMPA LOREN,ESTAMPADO,42,13,10 17 02
9000005018261,529967,235001200,SHORT PLANO LISO COM BOLSO FRONTAL,MOSTARDA,P,8,10 17 01
9000005018278,529968,235001200,SHORT PLANO LISO COM BOLSO FRONTAL,MOSTARDA,M,25,10 17 01
9000005018285,529969,235001200,SHORT PLANO LISO COM BOLSO FRONTAL,MOSTARDA,G,1,10 17 01
9000005015765,529748,235001200,SHORT PLANO LISO COM BOLSO FRONTAL,OFF WHITE,P,11,10 17 01
9000005015758,529744,235001200,SHORT PLANO LISO COM BOLSO FRONTAL,PRETO,P,13,10 17 01
9000005015789,529745,235001200,SHORT PLANO LISO COM BOLSO FRONTAL,PRETO,M,4,10 17 01
9000004983492,527290,221001692,T-SHIRT MALHA PRETTY WOMAN,OFF WHITE,G,13,10 16 04
9000004983508,527291,221001692,T-SHIRT MALHA PRETTY WOMAN,OFF WHITE,GG,13,10 16 04
9000004962268,525690,232001834,VESTIDO PLANO LONGUETE ESTAMPA AVA,ESTAMPADO,M,2,10 16 04
9000005063537,533780,232001861,VESTIDO LONGO DET. ELÁSTICO FIO LUREX,OFF C/ AMARELO,GG,7,10 16 04
9000004990896,527840,321000293,T-SHIRT MALHA EST. FOLHAS ROSA,ESTAMPADO,8,16,10 16 04
9000004990902,527841,321000293,T-SHIRT MALHA EST. FOLHAS ROSA,ESTAMPADO,10,16,10 16 04
9000004990919,527842,321000293,T-SHIRT MALHA EST. FOLHAS ROSA,ESTAMPADO,12,6,10 16 04
9000005037682,531643,335000048,SHORT PLANO LISO ELÁSTICO CINTURA,NATURAL,8,1,10 16 04
9000005128212,539169,231004030,TOMARA QUE CAIA LISO COM LAPELA,BORDÔ,G,3,10 16 03
9000005000600,528581,232001862,VESTIDO CURTO DECOTE ASSIMÉTRICO FIO LUREX,OFF WHITE,GG,2,10 16 03
9000005059301,533472,233000247,CALÇA PLANA LISA CARGO,ROSÊ,42,2,10 16 03
9000004990711,527827,332000727,VESTIDO PLANO MIDI EST. LOREN,ESTAMPADO,4,3,10 16 03
9000004990728,527828,332000727,VESTIDO PLANO MIDI EST. LOREN,ESTAMPADO,6,2,10 16 03
9000004990735,527829,332000727,VESTIDO PLANO MIDI EST. LOREN,ESTAMPADO,8,10,10 16 03
9000004991190,527855,332000729,VESTIDO PLANO CURTO MANGAS BALONÊ,BORDÔ,8,4,10 16 03
9000004991206,527856,332000729,VESTIDO PLANO CURTO MANGAS BALONÊ,BORDÔ,10,2,10 16 03
9000005073451,534640,332000729,VESTIDO PLANO CURTO MANGAS BALONÊ,OFF WHITE,8,6,10 16 03
9000005058953,533434,221001697,BLUSA MALHA COM TEXTURA MANGA LONGA,BRANCO,G,8,10 16 02
9000005058977,533435,221001697,BLUSA MALHA COM TEXTURA MANGA LONGA,BRANCO,GG,5,10 16 02
9000005003199,528801,223000792,CALÇA LONGA MALHA CELEBRATE,CINZA,M,1,10 16 02
9000005003205,528802,223000792,CALÇA LONGA MALHA CELEBRATE,CINZA,G,8,10 16 02
9000005003212,528803,223000792,CALÇA LONGA MALHA CELEBRATE,CINZA,GG,1,10 16 02
9000004955109,525034,231003847,CROPPED PLANO TRANSPASSADO ESTAMPA BOUVERLAND,ESTAMPADO,P,6,10 16 02
9000004955116,525035,231003847,CROPPED PLANO TRANSPASSADO ESTAMPA BOUVERLAND,ESTAMPADO,M,15,10 16 02
9000004955123,525036,231003847,CROPPED PLANO TRANSPASSADO ESTAMPA BOUVERLAND,ESTAMPADO,G,14,10 16 02
9000004985960,527448,332000725,VESTIDO PLANO LONGO ESTAMPA JULIE,ESTAMPADO,8,8,10 16 02
9000004955284,525043,232001832,VESTIDO PLANO CURTO ESTAMPA BOUVELARD,ESTAMPADO,P,26,10 16 01
9000004955291,525044,232001832,VESTIDO PLANO CURTO ESTAMPA BOUVELARD,ESTAMPADO,M,35,10 16 01
9000004955307,525045,232001832,VESTIDO PLANO CURTO ESTAMPA BOUVELARD,ESTAMPADO,G,43,10 16 01
9000005064107,533837,232001856,VESTIDO CHEMISE LONGO LISO,PRETO,P,4,10 15 04
9000005064121,533838,232001856,VESTIDO CHEMISE LONGO LISO,PRETO,M,1,10 15 04
9000004961919,525672,231003848,BLUSA PLANA LONGA ESTAMPA AVA,ESTAMPADO,P,11,10 15 03
9000004961926,525673,231003848,BLUSA PLANA LONGA ESTAMPA AVA,ESTAMPADO,M,26,10 15 03
9000004961933,525674,231003848,BLUSA PLANA LONGA ESTAMPA AVA,ESTAMPADO,G,16,10 15 03
9000004961940,525675,231003848,BLUSA PLANA LONGA ESTAMPA AVA,ESTAMPADO,GG,12,10 15 03
9000005022596,530371,232001846,VESTIDO PLANO LONGO MANGA LONGA COM FENDA,CORAL,P,5,10 15 02
9000005022619,530372,232001846,VESTIDO PLANO LONGO MANGA LONGA COM FENDA,CORAL,M,11,10 15 02
9000005022633,530373,232001846,VESTIDO PLANO LONGO MANGA LONGA COM FENDA,CORAL,G,1,10 15 02
9000005022602,530375,232001846,VESTIDO PLANO LONGO MANGA LONGA COM FENDA,PRETO,P,7,10 15 02
9000004973172,526526,213000824,CALÇA PANTA JEANS COM BOLSOS FRONTAIS,JEANS,38,22,10 15 01
9000004973189,526527,213000824,CALÇA PANTA JEANS COM BOLSOS FRONTAIS,JEANS,40,18,10 15 01
9000004973196,526528,213000824,CALÇA PANTA JEANS COM BOLSOS FRONTAIS,JEANS,42,21,10 15 01
9000005115885,538071,231004015,BLUSA PLANA OMBRO SÓ LISA,DIVERSAS,GG,5,10 14 04
9000005164623,541954,231004073,BLUSA PLANA LISA MANGUETAS DUPLAS,ROSA,GG,1,10 14 01
9000005113201,537895,231004001,CAMISA PLANA CURTA LISA,PRETO,GG,1,10 13 04
9000005163626,541866,232001957,VESTIDO PLANO MIDI LISO UM OMBRO SÓ,OFF WHITE,P,7,10 13 04
9000005017264,529863,221001707,T-SHIRT MALHA BASIC,BRANCO,G,2,10 13 03
9000005017295,529864,221001707,T-SHIRT MALHA BASIC,BRANCO,GG,2,10 13 03
9000005017219,529865,221001707,T-SHIRT MALHA BASIC,VERMELHO,P,7,10 13 03
9000005017240,529866,221001707,T-SHIRT MALHA BASIC,VERMELHO,M,8,10 13 03
9000005017271,529867,221001707,T-SHIRT MALHA BASIC,VERMELHO,G,8,10 13 03
9000005017301,529868,221001707,T-SHIRT MALHA BASIC,VERMELHO,GG,6,10 13 03
9000005212058,545629,231004141,BLUSA PLANA ALÇA COM PONTEIRA,NUDE,P,1,10 13 03
9000005161998,541771,221001728,T-SHIRT MALHA COM SILK,BRANCO,P,10,10 13 02
9000005162001,541772,221001728,T-SHIRT MALHA COM SILK,BRANCO,M,10,10 13 02
9000005162018,541773,221001728,T-SHIRT MALHA COM SILK,BRANCO,G,14,10 13 02
9000005162025,541774,221001728,T-SHIRT MALHA COM SILK,BRANCO,GG,12,10 13 02
9000005113850,537940,231004002,BLUSA PLANA CAVA ESTAMPA JARDIM DE CORA,ESTAMPADO,GG,1,10 13 02
9000005121497,538591,231003995,CROPPED PLANO LISO COM AMARRAÇÃO,VERDE,M,1,10 13 01
9000005164388,541930,221001731,T-SHIRT MALHA COM MARTINGALE OMBROS,BRANCO,G,8,10 12 03
9000005164395,541931,221001731,T-SHIRT MALHA COM MARTINGALE OMBROS,BRANCO,GG,13,10 12 03
9000005124016,538799,235001231,SHORT LISO PLANO CÓS C/ LAPELA,DIVERSOS,40,5,10 12 03
9000005124023,538800,235001231,SHORT LISO PLANO CÓS C/ LAPELA,DIVERSOS,42,1,10 12 03
9000005124030,538801,235001231,SHORT LISO PLANO CÓS C/ LAPELA,DIVERSOS,44,1,10 12 03
9000005116608,538119,231004020,BLUSA PLANA LISA,DIVERSAS,GG,4,10 12 02
9000005163190,541835,221001730,T-SHIRT MALHA MOLETON COM BOLSO FRENTE,AZUL MARINHO,P,18,10 12 01
9000005163220,541836,221001730,T-SHIRT MALHA MOLETON COM BOLSO FRENTE,AZUL MARINHO,M,13,10 12 01
9000005163251,541837,221001730,T-SHIRT MALHA MOLETON COM BOLSO FRENTE,AZUL MARINHO,G,17,10 12 01
9000005163282,541838,221001730,T-SHIRT MALHA MOLETON COM BOLSO FRENTE,AZUL MARINHO,GG,21,10 12 01
9000005020226,530134,131003714,BLUSA CROPPED LISA EM CREPE,DIVERSOS,G,1,10 11 01
9000005020233,530135,131003714,BLUSA CROPPED LISA EM CREPE,DIVERSOS,GG,7,10 11 01
9000005020240,530136,131003714,BLUSA CROPPED LISA EM CREPE,DIVERSOS,XG,2,10 11 01
9000005134435,539796,132001466,VESTIDO LONGO DE ALÇINHA C/ ARGOLA FRENTE,ROXO,P,24,10 10 04
9000005134442,539797,132001466,VESTIDO LONGO DE ALÇINHA C/ ARGOLA FRENTE,ROXO,M,20,10 10 04
9000005134459,539798,132001466,VESTIDO LONGO DE ALÇINHA C/ ARGOLA FRENTE,ROXO,G,19,10 10 04
9000005133407,539693,131003861,REGATA CAVA VERÃO SATIN GARNET C/ BABADO MANGA,ESTAMPADO,GG,6,10 10 03
9000005020172,530129,131003713,REGATA CAVA LISA TWILL,DIVERSOS,GG,5,10 10 01
9000005134886,539841,131003868,T-SHIRT SATIN VERDE ESTAMPA VEGETAL C/ AMNGA AMPLA,ESTAMPADO,GG,5,10 09 03
9000005132868,539639,131003859,T-SHIRT SATIN GARNET EST. VEGETAL C/ ELÁSTICO MANGA,ESTAMPADO,P,8,10 09 02
9000005132882,539641,131003859,T-SHIRT SATIN GARNET EST. VEGETAL C/ ELÁSTICO MANGA,ESTAMPADO,G,6,10 09 02
9000005132899,539642,131003859,T-SHIRT SATIN GARNET EST. VEGETAL C/ ELÁSTICO MANGA,ESTAMPADO,GG,9,10 09 02
9000005132943,539647,131003860,T-SHIRT SATIN GARNET EST. VEGETAL C/ AMARRAÇÃO MANGA,ESTAMPADO,GG,5,10 08 01
9000005133452,539698,131003862,REGATA SATIN EST. VEGETAL C/ ELÁSTICO CINTURA,ESTAMPADO,G,1,10 07 04
9000005134404,539793,131003867,T-SHIRT CROPPED SATIN ESTAMPA BABOSA,ESTAMPADO,GG,9,10 07 03
9000005016663,529816,121001839,BLUSA DE MALHA LISA C/ PENCE NAS COSTAS,ROSA,P,1,10 07 02
9000005016687,529818,121001839,BLUSA DE MALHA LISA C/ PENCE NAS COSTAS,ROSA,G,7,10 07 02
9000005016694,529819,121001839,BLUSA DE MALHA LISA C/ PENCE NAS COSTAS,ROSA,GG,15,10 07 02
9000005117209,538175,131003826,REGATA CAVA VERÃO LISA C/ PREGA,DIVERSOS,GG,9,10 06 02
9000005120315,538473,135001008,SHORT LISO PLANO CÓS C/ LAPELA,DIVERSOS,38,16,10 06 01
9000005120322,538474,135001008,SHORT LISO PLANO CÓS C/ LAPELA,DIVERSOS,40,7,10 06 01
9000005120339,538475,135001008,SHORT LISO PLANO CÓS C/ LAPELA,DIVERSOS,42,6,10 06 01
9000005013976,529572,131003698,T-SHIRT PLANA LISA COM PREGAS FRENTE,BEGE,GG,11,10 05 04
9000005133964,539749,131003865,T-SHIRT CROPPED SATIN VERDE ESTAMPA VEGETAL,ESTAMPADO,P,5,10 05 03
9000005133995,539752,131003865,T-SHIRT CROPPED SATIN VERDE ESTAMPA VEGETAL,ESTAMPADO,GG,10,10 05 03
9000005134008,539753,131003865,T-SHIRT CROPPED SATIN VERDE ESTAMPA VEGETAL,ESTAMPADO,XG,1,10 05 03
9000005017363,529877,131003708,T-SHIRT LISA EM CREPE,DIVERSOS,GG,5,10 05 01
9000005133957,539748,131003864,REGATA CAVA VERÃO SATIN VERDE ESTAMPA VEGETAL,ESTAMPADO,GG,5,10 04 04
9000004968444,526224,234000984,SAIA PLANA LONGA ESTAMPA JUDY,ESTAMPADO,38,0,09 15 05
9000005048183,532582,231003937,BLUSA PLANA COM PATCH FLOR,BEGE,P,0,09 15 05
9000005068204,534160,231003961,BLUSA PLANA MANGA CURTA ESTAMPA FLOR DE MAYO,ESTAMPADO,P,41,09 16 06
9000005068211,534161,231003961,BLUSA PLANA MANGA CURTA ESTAMPA FLOR DE MAYO,ESTAMPADO,M,19,09 16 06
9000005068228,534162,231003961,BLUSA PLANA MANGA CURTA ESTAMPA FLOR DE MAYO,ESTAMPADO,G,20,09 16 06
9000005068235,534163,231003961,BLUSA PLANA MANGA CURTA ESTAMPA FLOR DE MAYO,ESTAMPADO,GG,35,09 16 06
9000005061885,533682,235001218,SHORT SAIA PLANO ESTAMPA CASTELA,ESTAMPADO,36,1,09 16 05
9000005061892,533683,235001218,SHORT SAIA PLANO ESTAMPA CASTELA,ESTAMPADO,38,34,09 16 05
9000005061908,533684,235001218,SHORT SAIA PLANO ESTAMPA CASTELA,ESTAMPADO,40,22,09 16 05
9000005061915,533685,235001218,SHORT SAIA PLANO ESTAMPA CASTELA,ESTAMPADO,42,9,09 16 05
9000005061922,533686,235001218,SHORT SAIA PLANO ESTAMPA CASTELA,ESTAMPADO,44,3,09 16 05
9000005067412,534113,232001892,VESTIDO PLANO CURTO ESTAMPA FLOR DE MAYO,ESTAMPADO,P,31,09 16 04
9000005067429,534114,232001892,VESTIDO PLANO CURTO ESTAMPA FLOR DE MAYO,ESTAMPADO,M,6,09 16 04
9000005067436,534115,232001892,VESTIDO PLANO CURTO ESTAMPA FLOR DE MAYO,ESTAMPADO,G,14,09 16 04
9000005067443,534116,232001892,VESTIDO PLANO CURTO ESTAMPA FLOR DE MAYO,ESTAMPADO,GG,15,09 16 04
9000005131670,539520,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,MARINHO,P,30,09 16 02
9000005131687,539521,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,MARINHO,M,13,09 16 02
9000005131694,539522,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,MARINHO,G,17,09 16 02
9000005131700,539523,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,MARINHO,GG,19,09 16 02
9000005090946,535918,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,PINK,P,18,09 16 02
9000005090953,535919,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,PINK,M,10,09 16 02
9000005090960,535920,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,PINK,G,15,09 16 02
9000005090977,535921,232001911,VESTIDO CURTO PLANO LISO MANGA AMPLA,PINK,GG,19,09 16 02
9000005079873,535136,221001712,BLUSA MALHA ESTAMPA HOLA,OFF WHITE,P,31,09 15 06
9000005079880,535137,221001712,BLUSA MALHA ESTAMPA HOLA,OFF WHITE,M,7,09 15 06
9000005079897,535138,221001712,BLUSA MALHA ESTAMPA HOLA,OFF WHITE,G,12,09 15 06
9000005079903,535139,221001712,BLUSA MALHA ESTAMPA HOLA,OFF WHITE,GG,27,09 15 06
9000005048190,532583,231003937,BLUSA PLANA COM PATCH FLOR,BEGE,M,25,09 15 05
9000005048206,532584,231003937,BLUSA PLANA COM PATCH FLOR,BEGE,G,3,09 15 05
9000005105206,537180,231003937,BLUSA PLANA COM PATCH FLOR,PRETO,P,2,09 15 05
9000005105213,537181,231003937,BLUSA PLANA COM PATCH FLOR,PRETO,M,19,09 15 05
9000005105220,537182,231003937,BLUSA PLANA COM PATCH FLOR,PRETO,G,2,09 15 05
9000005110835,537732,231003964,BLUSA PLANA LISA MANGA CURTA DET DECOTE DIFERENCIADO,VERDE,P,18,09 15 05
9000005110897,537735,231003964,BLUSA PLANA LISA MANGA CURTA DET DECOTE DIFERENCIADO,VERDE,GG,5,09 15 05
9000005128663,539214,332000740,VESTIDO PLANO CURTO LISO ALÇAS TRANÇA,OCRE,4,2,09 15 04
9000005128687,539216,332000740,VESTIDO PLANO CURTO LISO ALÇAS TRANÇA,OCRE,8,29,09 15 04
9000005128694,539217,332000740,VESTIDO PLANO CURTO LISO ALÇAS TRANÇA,OCRE,10,5,09 15 04
9000005128700,539218,332000740,VESTIDO PLANO CURTO LISO ALÇAS TRANÇA,OCRE,12,3,09 15 04
9000005106517,537314,231003950,TOP CROPPED PLANO GOLA SMOKING,VINHO,P,25,09 15 03
9000005106531,537315,231003950,TOP CROPPED PLANO GOLA SMOKING,VINHO,M,7,09 15 03
9000005106555,537316,231003950,TOP CROPPED PLANO GOLA SMOKING,VINHO,G,9,09 15 03
9000005106579,537317,231003950,TOP CROPPED PLANO GOLA SMOKING,VINHO,GG,13,09 15 03
9000005139744,540170,232001914,VESTIDO MIDI PLANO LISO COM BABADOS,LARANJA,P,7,09 15 02
9000005171546,542522,232001914,VESTIDO MIDI PLANO LISO COM BABADOS,PRETO,GG,1,09 15 02
9000005057352,533317,231003943,BLUSA ALÇA PLANA ESTAMPA ENAMORADOS,ESTAMPADO,P,8,09 14 06
9000005057369,533318,231003943,BLUSA ALÇA PLANA ESTAMPA ENAMORADOS,ESTAMPADO,M,10,09 14 06
9000005057376,533319,231003943,BLUSA ALÇA PLANA ESTAMPA ENAMORADOS,ESTAMPADO,G,4,09 14 06
9000005057383,533320,231003943,BLUSA ALÇA PLANA ESTAMPA ENAMORADOS,ESTAMPADO,GG,15,09 14 06
9000005072867,534581,235001222,BERMUDA PLANA ALFAIATARIA COM PASSANTES CRUZADOS,LARANJA,38,4,09 14 06
9000005072874,534582,235001222,BERMUDA PLANA ALFAIATARIA COM PASSANTES CRUZADOS,LARANJA,40,8,09 14 06
9000005072881,534583,235001222,BERMUDA PLANA ALFAIATARIA COM PASSANTES CRUZADOS,LARANJA,42,1,09 14 06
9000005087472,535646,235001222,BERMUDA PLANA ALFAIATARIA COM PASSANTES CRUZADOS,VERDE,38,22,09 14 06
9000005087489,535647,235001222,BERMUDA PLANA ALFAIATARIA COM PASSANTES CRUZADOS,VERDE,40,8,09 14 06
9000005087496,535648,235001222,BERMUDA PLANA ALFAIATARIA COM PASSANTES CRUZADOS,VERDE,42,1,09 14 06
9000005095019,536294,231003940,BLUSA PLANA LISA COM DECOTE ASSIMETRICO,MOSTARDA,P,24,09 14 05
9000005095033,536295,231003940,BLUSA PLANA LISA COM DECOTE ASSIMETRICO,MOSTARDA,M,16,09 14 05
9000005095057,536296,231003940,BLUSA PLANA LISA COM DECOTE ASSIMETRICO,MOSTARDA,G,17,09 14 05
9000005095071,536297,231003940,BLUSA PLANA LISA COM DECOTE ASSIMETRICO,MOSTARDA,GG,27,09 14 05
9000005103134,537011,231003940,BLUSA PLANA LISA COM DECOTE ASSIMETRICO,MOSTARDA,XG,1,09 14 05
9000005095026,536298,231003940,BLUSA PLANA LISA COM DECOTE ASSIMETRICO,VERDE,P,15,09 14 05
9000005103936,537064,231003951,BLUSA PLANA CAVA COM TRANÇA NO OMBRO,VERDE,P,2,09 14 04
9000005103974,537066,231003951,BLUSA PLANA CAVA COM TRANÇA NO OMBRO,VERDE,G,6,09 14 04
9000005103998,537067,231003951,BLUSA PLANA CAVA COM TRANÇA NO OMBRO,VERDE,GG,16,09 14 04
9000005104001,537071,231003951,BLUSA PLANA CAVA COM TRANÇA NO OMBRO,VINHO,GG,3,09 14 04
9000005199267,544698,231003951,BLUSA PLANA CAVA COM TRANÇA NO OMBRO,VINHO CLARO,GG,2,09 14 04
9000005097983,536534,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,MARINHO,P,5,09 14 02
9000005097990,536535,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,MARINHO,M,5,09 14 02
9000005098003,536536,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,MARINHO,G,11,09 14 02
9000005098010,536537,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,MARINHO,GG,16,09 14 02
9000005163381,541854,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,PRETO,P,33,09 14 02
9000005163398,541855,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,PRETO,M,10,09 14 02
9000005163404,541856,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,PRETO,G,10,09 14 02
9000005163411,541857,232001913,VESTIDO CURTO PLANO DETALHE DOURADO,PRETO,GG,15,09 14 02
9000005129257,539278,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,CARAMELO,P,13,09 13 06
9000005129264,539279,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,CARAMELO,M,7,09 13 06
9000005129271,539280,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,CARAMELO,G,13,09 13 06
9000005129288,539281,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,CARAMELO,GG,17,09 13 06
9000005086291,535578,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,VERMELHO,P,2,09 13 06
9000005086307,535579,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,VERMELHO,M,4,09 13 06
9000005086314,535580,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,VERMELHO,G,6,09 13 06
9000005086321,535581,231003981,BLUSA PLANA CURTA LISA COSTAS TRANPASSADAS,VERMELHO,GG,17,09 13 06
9000005085539,535526,321000297,REGATA MALHA FLOR SAN BASÍLIO,OFF WHITE,8,23,09 13 05
9000005085546,535527,321000297,REGATA MALHA FLOR SAN BASÍLIO,OFF WHITE,10,8,09 13 05
9000005134312,539784,331000249,BLUSA PLANA CURTA ROSA BARBIE,PINK,6,1,09 13 05
9000005134329,539785,331000249,BLUSA PLANA CURTA ROSA BARBIE,PINK,8,11,09 13 05
9000005134336,539786,331000249,BLUSA PLANA CURTA ROSA BARBIE,PINK,10,14,09 13 05
9000005134343,539787,331000249,BLUSA PLANA CURTA ROSA BARBIE,PINK,12,13,09 13 05
9000005085881,535541,231003980,PARCA PLANA LISA COM BOLSOS FRONTAIS,AZUL,P,15,09 13 04
9000005085911,535544,231003980,PARCA PLANA LISA COM BOLSOS FRONTAIS,AZUL,GG,3,09 13 04
9000005138013,540060,231003980,PARCA PLANA LISA COM BOLSOS FRONTAIS,ROSA,M,1,09 13 04
9000005138020,540061,231003980,PARCA PLANA LISA COM BOLSOS FRONTAIS,ROSA,G,1,09 13 04
9000005067733,534129,237001056,MACAQUINHO PLANO ESTAMPA SAN BASILIO,ESTAMPADO,P,19,09 13 04
9000005067757,534131,237001056,MACAQUINHO PLANO ESTAMPA SAN BASILIO,ESTAMPADO,G,4,09 13 04
9000005067764,534132,237001056,MACAQUINHO PLANO ESTAMPA SAN BASILIO,ESTAMPADO,GG,1,09 13 04
9000005059998,533520,232001889,VESTIDO PLANO LONGO COM FENDA ASSIMÉTRICA,TELHA,M,20,09 13 03
9000005047490,532549,232001878,VESTIDO PLANO MIDI ESTAMPA ALHAMBRA,ESTAMPADO,GG,5,09 13 02
9000005079507,535119,335000054,SHORT PLANO LISO COM BOLSOS FRENTE,CARAMELO,8,26,09 12 06
9000005079514,535120,335000054,SHORT PLANO LISO COM BOLSOS FRENTE,CARAMELO,10,8,09 12 06
9000005077084,534904,337000134,MACAQUINHO PLANO LISO COM DET. BOLSOS,ROSÊ,8,28,09 12 06
9000005077091,534905,337000134,MACAQUINHO PLANO LISO COM DET. BOLSOS,ROSÊ,10,11,09 12 06
9000005077107,534906,337000134,MACAQUINHO PLANO LISO COM DET. BOLSOS,ROSÊ,12,5,09 12 06
9000005046455,532466,232001876,VESTIDO PLANO MIDI ESTAMPA TRAJE DE LUCES,ESTAMPADO,GG,9,09 12 05
9000005079606,535124,331000252,BLUSA PLANA ESTAMPA BAILE EQUESTRE,ESTAMPADO,8,26,09 12 05
9000005079613,535125,331000252,BLUSA PLANA ESTAMPA BAILE EQUESTRE,ESTAMPADO,10,9,09 12 05
9000005079620,535126,331000252,BLUSA PLANA ESTAMPA BAILE EQUESTRE,ESTAMPADO,12,2,09 12 05
9000005058045,533361,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,MOSTARDA,G,10,09 12 04
9000005058052,533362,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,MOSTARDA,GG,15,09 12 04
9000005091202,535936,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,MOSTARDA,XG,1,09 12 04
9000005091165,535937,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,PRETO,P,20,09 12 04
9000005091172,535938,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,PRETO,M,9,09 12 04
9000005091189,535939,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,PRETO,G,23,09 12 04
9000005091196,535940,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,PRETO,GG,18,09 12 04
9000005091219,535941,231003947,CROPPED PLANO LISO DET CRUZADO DECOTE,PRETO,XG,3,09 12 04
9000005058182,533367,232001884,VESTIDO PLANO MIDI OMBRO CAÍDO,PRETO,P,6,09 12 03
9000005058199,533368,232001884,VESTIDO PLANO MIDI OMBRO CAÍDO,PRETO,M,4,09 12 03
9000005058205,533369,232001884,VESTIDO PLANO MIDI OMBRO CAÍDO,PRETO,G,4,09 12 03
9000005058212,533370,232001884,VESTIDO PLANO MIDI OMBRO CAÍDO,PRETO,GG,6,09 12 03
9000005110460,537699,232001884,VESTIDO PLANO MIDI OMBRO CAÍDO,VERDE,P,3,09 12 03
9000005110477,537700,232001884,VESTIDO PLANO MIDI OMBRO CAÍDO,VERDE,M,7,09 12 03
9000005110491,537702,232001884,VESTIDO PLANO MIDI OMBRO CAÍDO,VERDE,GG,12,09 12 03
9000005094029,536195,224000212,SAIA MALHA LONGA ESTAMPA LA PUREZA,ESTAMPADO,P,23,09 12 01
9000005094036,536196,224000212,SAIA MALHA LONGA ESTAMPA LA PUREZA,ESTAMPADO,M,14,09 12 01
9000005094043,536197,224000212,SAIA MALHA LONGA ESTAMPA LA PUREZA,ESTAMPADO,G,13,09 12 01
9000005094050,536198,224000212,SAIA MALHA LONGA ESTAMPA LA PUREZA,ESTAMPADO,GG,20,09 12 01
9000005046554,532472,231003932,CROPPED PLANO ESTAMPA TRAJE DE LUCES,ESTAMPADO,GG,5,09 11 06
9000005100089,536714,231003952,CROPPED PLANO COM RECORTES NO OMBRO,LARANJA,M,20,09 11 06
9000005100096,536715,231003952,CROPPED PLANO COM RECORTES NO OMBRO,LARANJA,G,6,09 11 06
9000005100102,536716,231003952,CROPPED PLANO COM RECORTES NO OMBRO,LARANJA,GG,4,09 11 06
9000005062486,533717,231003952,CROPPED PLANO COM RECORTES NO OMBRO,VERDE,M,11,09 11 06
9000005062493,533718,231003952,CROPPED PLANO COM RECORTES NO OMBRO,VERDE,G,1,09 11 06
9000005062509,533719,231003952,CROPPED PLANO COM RECORTES NO OMBRO,VERDE,GG,5,09 11 06
9000005047896,532569,231003935,BLUSA PLANA GOLA ALTA ESTAMPA ALHAMBRA,ESTAMPADO,GG,23,09 11 05
9000005138112,540069,234000997,SAIA PLANA LISA GODÊ BABADO DUPLO,LARANJA,38,9,09 11 05
9000005046622,532475,235001214,SHORT PLANO ESTAMPA TRAJE DE LUCES,ESTAMPADO,40,3,09 11 05
9000005046639,532476,235001214,SHORT PLANO ESTAMPA TRAJE DE LUCES,ESTAMPADO,42,6,09 11 05
9000005057871,533348,231003946,BLUSA PLANA LISA ALÇAS COBERTAS,BEGE,GG,12,09 11 04
9000005100232,536729,231003946,BLUSA PLANA LISA ALÇAS COBERTAS,PRETO,P,2,09 11 04
9000005100249,536730,231003946,BLUSA PLANA LISA ALÇAS COBERTAS,PRETO,M,16,09 11 04
9000005100256,536731,231003946,BLUSA PLANA LISA ALÇAS COBERTAS,PRETO,G,5,09 11 04
9000005100263,536732,231003946,BLUSA PLANA LISA ALÇAS COBERTAS,PRETO,GG,12,09 11 04
